SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerID,Item,Quantity,UnitPrice,TaxAmount
SO21504,1,2025-02-12,CUST1025,T-Shirt,1,74.96,3.75
SO21505,1,2025-01-16,CUST2357,Wireless Earbuds,7,1043.5,365.22
SO21506,4,2024-09-17,CUST1910,Microwave,2,306.02,30.6
SO21507,4,2025-02-19,CUST1094,Lipstick,9,132.35,59.56
SO21508,1,2024-06-29,CUST1876,Remote Car,9,6.8,3.06
SO21509,3,2025-04-26,CUST1030,Running Shoes,4,37.97,7.59
SO21510,1,2024-06-12,CUST2087,Sunglasses,3,101.72,15.26
SO21511,3,2024-09-21,CUST2618,Bluetooth Speaker,6,781.62,234.49
SO21512,1,2025-01-10,CUST1913,Science Textbook,8,16.92,6.77
SO21513,1,2024-06-14,CUST1533,Car Cover,4,380.21,76.04
SO21514,1,2024-10-22,CUST2941,Nail Polish,6,101.32,30.4
SO21515,3,2024-07-28,CUST1593,Running Shorts,4,278.63,55.73
SO21516,2,2025-03-21,CUST1918,Tire Inflator,6,127.25,38.18
SO21517,4,2024-07-24,CUST1034,Pruning Shears,3,307.9,46.18
SO21518,4,2024-07-15,CUST1033,Sunglasses,9,101.72,45.77
SO21519,2,2025-03-25,CUST1670,Garden Hose,7,137.73,48.21
SO21520,1,2024-06-08,CUST2677,Lipstick,9,132.35,59.56
SO21521,2,2024-10-27,CUST2036,Foundation,6,135.88,40.76
SO21522,2,2024-07-28,CUST1357,Children's Book,5,6.62,1.66
SO21523,1,2024-10-05,CUST1132,Plant Pots,2,316.61,31.66
SO21524,1,2025-03-03,CUST2861,Bluetooth Speaker,2,781.62,78.16
SO21525,2,2024-07-26,CUST2810,Perfume,8,48.96,19.58
SO21526,1,2024-12-08,CUST1555,Running Shoes,1,37.97,1.9
SO21527,1,2024-07-09,CUST1328,Moisturizer,2,145.13,14.51
SO21528,3,2024-12-20,CUST2663,Car Cover,6,380.21,114.06
SO21529,1,2025-02-24,CUST2012,Tire Inflator,3,127.25,19.09
SO21530,3,2024-07-04,CUST1293,Blender,4,265.85,53.17
SO21531,4,2024-10-20,CUST2146,Blood Pressure Monitor,2,172.01,17.2
SO21532,2,2025-03-16,CUST1940,Basketball,4,252.86,50.57
SO21533,3,2024-12-23,CUST2448,Perfume,9,48.96,22.03
SO21534,4,2024-08-26,CUST1684,Coffee Maker,8,493.13,197.25
SO21535,2,2024-08-13,CUST2337,Science Textbook,5,16.92,4.23
SO21536,2,2024-08-15,CUST2691,Wireless Earbuds,7,1043.5,365.22
SO21537,3,2025-02-07,CUST1296,Air Purifier,5,471.37,117.84
SO21538,3,2025-02-03,CUST2664,Biography,5,46.3,11.58
SO21539,2,2025-04-15,CUST2575,Foundation,3,135.88,20.38
SO21540,1,2024-11-02,CUST2792,Lipstick,7,132.35,46.32
SO21541,1,2025-01-10,CUST1214,Lipstick,3,132.35,19.85
SO21542,3,2024-09-25,CUST1216,Hand Sanitizer,3,67.13,10.07
SO21543,3,2025-05-20,CUST1790,Yoga Mat,8,127.99,51.2
SO21544,4,2024-08-31,CUST1603,Air Purifier,5,471.37,117.84
SO21545,2,2024-08-20,CUST1701,Yoga Mat,2,127.99,12.8
SO21546,4,2025-03-13,CUST1795,Air Purifier,6,471.37,141.41
SO21547,4,2024-08-17,CUST2307,Blood Pressure Monitor,1,172.01,8.6
SO21548,2,2025-05-25,CUST2416,Tennis Racket,6,152.03,45.61
SO21549,4,2025-02-19,CUST2897,Jacket,3,178.65,26.8
SO21550,1,2024-11-30,CUST2319,Building Blocks,3,58.63,8.79
SO21551,4,2025-03-24,CUST1954,Microwave,2,306.02,30.6
SO21552,3,2025-04-06,CUST2271,Pruning Shears,3,307.9,46.18
SO21553,2,2024-10-25,CUST2771,Tire Inflator,9,127.25,57.26
SO21554,3,2024-08-07,CUST1753,Jacket,1,178.65,8.93
SO21555,3,2024-09-06,CUST1641,Car Vacuum,7,98.41,34.44
SO21556,4,2024-09-27,CUST2077,Air Purifier,6,471.37,141.41
SO21557,2,2024-12-13,CUST1123,Science Textbook,8,16.92,6.77
SO21558,1,2025-05-06,CUST2257,Action Figure,2,60.65,6.06
SO21559,4,2025-03-26,CUST1752,Blood Pressure Monitor,3,172.01,25.8
SO21560,1,2024-06-24,CUST1447,Moisturizer,4,145.13,29.03
SO21561,4,2024-11-04,CUST2822,Sunglasses,1,101.72,5.09
SO21562,2,2024-12-15,CUST1039,Sunglasses,8,101.72,40.69
SO21563,2,2024-10-27,CUST1881,Coffee Maker,5,493.13,123.28
SO21564,2,2024-09-11,CUST2900,Microwave,2,306.02,30.6
SO21565,4,2024-09-05,CUST2422,Plant Pots,8,316.61,126.64
SO21566,2,2025-01-01,CUST2884,Foundation,4,135.88,27.18
SO21567,3,2024-09-06,CUST2224,Garden Hose,2,137.73,13.77
SO21568,3,2024-09-09,CUST1599,Tennis Racket,6,152.03,45.61
SO21569,3,2025-01-12,CUST2317,Basketball,1,252.86,12.64
SO21570,1,2024-08-19,CUST2028,Air Purifier,2,471.37,47.14
SO21571,4,2025-05-19,CUST1366,Hand Sanitizer,7,67.13,23.5
SO21572,1,2024-12-08,CUST2398,Bluetooth Speaker,2,781.62,78.16
SO21573,4,2024-12-13,CUST2131,Perfume,2,48.96,4.9
SO21574,1,2024-08-13,CUST1144,Running Shorts,9,278.63,125.38
SO21575,2,2024-11-12,CUST1090,Vitamin Supplements,7,247.52,86.63
SO21576,4,2024-08-19,CUST2366,Vitamin Supplements,9,247.52,111.38
SO21577,4,2024-12-07,CUST2034,Action Figure,1,60.65,3.03
SO21578,4,2025-04-21,CUST1315,Garden Hose,3,137.73,20.66
SO21579,2,2024-07-27,CUST1143,GPS Navigator,3,379.55,56.93
SO21580,1,2024-12-21,CUST1441,First Aid Kit,1,102.73,5.14
SO21581,1,2024-07-26,CUST1800,Fertilizer,2,77.63,7.76
SO21582,1,2025-01-24,CUST1036,Nail Polish,3,101.32,15.2
SO21583,3,2024-11-29,CUST2100,Doll,2,31.13,3.11
SO21584,3,2025-03-29,CUST2550,Remote Car,6,6.8,2.04
SO21585,3,2024-12-30,CUST1420,Lawn Mower,9,312.5,140.62
SO21586,1,2024-10-25,CUST2069,T-Shirt,8,74.96,29.98
SO21587,2,2024-08-18,CUST2432,Coffee Maker,6,493.13,147.94
SO21588,1,2025-02-02,CUST1556,Remote Car,9,6.8,3.06
SO21589,3,2025-05-14,CUST2074,Plant Pots,4,316.61,63.32
SO21590,4,2024-07-01,CUST1902,GPS Navigator,7,379.55,132.84
SO21591,4,2024-08-19,CUST1802,Fertilizer,6,77.63,23.29
SO21592,2,2025-01-11,CUST2787,Mystery Novel,9,54.28,24.43
SO21593,4,2025-01-31,CUST2313,Garden Hose,2,137.73,13.77
SO21594,1,2024-12-15,CUST2045,Bluetooth Speaker,1,781.62,39.08
SO21595,4,2025-03-25,CUST1944,Dash Cam,7,330.24,115.58
SO21596,4,2024-09-20,CUST2842,Nail Polish,1,101.32,5.07
SO21597,1,2025-05-23,CUST2108,First Aid Kit,4,102.73,20.55
SO21598,3,2025-01-26,CUST2107,Sunglasses,7,101.72,35.6
SO21599,3,2024-12-19,CUST1846,Foundation,4,135.88,27.18
SO21600,1,2024-07-19,CUST1519,Lipstick,2,132.35,13.24
SO21601,3,2024-08-31,CUST1832,GPS Navigator,3,379.55,56.93
SO21602,1,2025-01-26,CUST2110,Foundation,6,135.88,40.76
SO21603,1,2024-10-31,CUST1074,Garden Hose,7,137.73,48.21
SO21604,4,2025-04-19,CUST1321,Vitamin Supplements,1,247.52,12.38
SO21605,2,2024-07-11,CUST2966,Thermometer,1,245.46,12.27
SO21606,1,2025-02-06,CUST2564,GPS Navigator,1,379.55,18.98
SO21607,1,2024-10-23,CUST2793,Football,2,54.37,5.44
SO21608,3,2025-03-25,CUST1720,Fertilizer,8,77.63,31.05
SO21609,4,2025-05-11,CUST1145,Dash Cam,7,330.24,115.58
SO21610,3,2024-08-21,CUST2425,Car Vacuum,4,98.41,19.68
SO21611,1,2025-01-01,CUST2211,Science Textbook,9,16.92,7.61
SO21612,3,2025-01-09,CUST2836,Bluetooth Speaker,8,781.62,312.65
SO21613,1,2024-10-09,CUST2702,Fertilizer,5,77.63,19.41
SO21614,1,2025-05-21,CUST1136,Laptop,5,1357.95,339.49
SO21615,4,2024-12-26,CUST2241,Mystery Novel,6,54.28,16.28
SO21616,1,2024-12-30,CUST2032,Hand Sanitizer,3,67.13,10.07
SO21617,1,2024-07-18,CUST1108,Smartwatch,5,1166.83,291.71
SO21618,1,2025-01-06,CUST1793,Basketball,2,252.86,25.29
SO21619,2,2024-12-07,CUST1894,Garden Hose,6,137.73,41.32
SO21620,3,2025-01-19,CUST2762,Microwave,4,306.02,61.2
SO21621,1,2025-05-12,CUST1036,Thermometer,2,245.46,24.55
SO21622,1,2025-04-16,CUST2968,Nail Polish,6,101.32,30.4
SO21623,3,2025-01-05,CUST1276,Science Textbook,2,16.92,1.69
SO21624,3,2025-04-29,CUST1676,Microwave,6,306.02,91.81
SO21625,2,2025-03-02,CUST1124,Tennis Racket,5,152.03,38.01
SO21626,3,2024-07-09,CUST1946,Garden Hose,7,137.73,48.21
SO21627,2,2024-07-10,CUST2472,Remote Car,7,6.8,2.38
SO21628,1,2024-07-06,CUST1325,Football,4,54.37,10.87
SO21629,3,2024-10-04,CUST2301,Science Textbook,6,16.92,5.08
SO21630,2,2024-09-02,CUST1860,Building Blocks,7,58.63,20.52
SO21631,2,2024-09-15,CUST2477,Car Vacuum,1,98.41,4.92
SO21632,2,2024-09-20,CUST2235,Basketball,7,252.86,88.5
SO21633,2,2024-06-10,CUST2802,Wireless Earbuds,4,1043.5,208.7
SO21634,2,2024-12-10,CUST1643,Air Purifier,4,471.37,94.27
SO21635,2,2024-10-06,CUST1319,Smartphone,1,893.23,44.66
SO21636,1,2024-12-15,CUST2798,Nail Polish,9,101.32,45.59
SO21637,2,2024-10-01,CUST2649,Coffee Maker,8,493.13,197.25
SO21638,2,2025-04-05,CUST1588,T-Shirt,9,74.96,33.73
SO21639,2,2024-10-17,CUST1839,Microwave,5,306.02,76.5
SO21640,1,2024-12-30,CUST1803,Bluetooth Speaker,6,781.62,234.49
SO21641,1,2025-01-27,CUST1948,Running Shoes,7,37.97,13.29
SO21642,3,2024-08-02,CUST1205,Microwave,2,306.02,30.6
SO21643,2,2024-10-02,CUST2846,Foundation,9,135.88,61.15
SO21644,1,2024-11-16,CUST1269,Fertilizer,6,77.63,23.29
SO21645,2,2025-03-26,CUST1823,Lawn Mower,5,312.5,78.12
SO21646,1,2025-03-30,CUST1043,Children's Book,6,6.62,1.99
SO21647,2,2025-05-07,CUST1961,Tire Inflator,9,127.25,57.26
SO21648,2,2024-11-23,CUST2722,Building Blocks,2,58.63,5.86
SO21649,3,2024-12-20,CUST2550,Jacket,4,178.65,35.73
SO21650,4,2025-04-27,CUST1162,Moisturizer,2,145.13,14.51
SO21651,4,2024-07-02,CUST2740,Vacuum Cleaner,9,111.58,50.21
SO21652,3,2024-10-04,CUST1079,Doll,4,31.13,6.23
SO21653,2,2025-04-08,CUST2561,First Aid Kit,8,102.73,41.09
SO21654,1,2024-06-20,CUST1832,Blender,9,265.85,119.63
SO21655,1,2024-06-29,CUST2466,Blender,4,265.85,53.17
SO21656,4,2025-02-26,CUST1951,Laptop,3,1357.95,203.69
SO21657,1,2024-10-31,CUST2516,Smartwatch,1,1166.83,58.34
SO21658,1,2024-08-25,CUST2580,Hand Sanitizer,8,67.13,26.85
SO21659,3,2024-06-01,CUST1664,Doll,7,31.13,10.9
SO21660,1,2024-08-30,CUST1984,Running Shorts,3,278.63,41.79
SO21661,1,2024-07-19,CUST1732,Laptop,9,1357.95,611.08
SO21662,3,2025-05-22,CUST1807,Science Textbook,5,16.92,4.23
SO21663,4,2025-01-27,CUST2853,Plant Pots,5,316.61,79.15
SO21664,1,2024-07-24,CUST1190,Smartwatch,1,1166.83,58.34
SO21665,2,2025-05-21,CUST1798,Lawn Mower,5,312.5,78.12
SO21666,2,2025-03-13,CUST2435,Nail Polish,6,101.32,30.4
SO21667,3,2024-07-09,CUST1405,Tire Inflator,1,127.25,6.36
SO21668,4,2024-12-06,CUST1861,Perfume,1,48.96,2.45
SO21669,3,2024-06-03,CUST2714,Perfume,7,48.96,17.14
SO21670,4,2024-08-30,CUST2505,Microwave,1,306.02,15.3
SO21671,2,2025-04-03,CUST2003,Tire Inflator,3,127.25,19.09
SO21672,1,2024-07-16,CUST2504,GPS Navigator,1,379.55,18.98
SO21673,1,2024-05-30,CUST2429,First Aid Kit,8,102.73,41.09
SO21674,2,2024-09-25,CUST1025,Bluetooth Speaker,6,781.62,234.49
SO21675,4,2024-11-26,CUST1760,Mystery Novel,3,54.28,8.14
SO21676,2,2025-05-13,CUST2818,Building Blocks,9,58.63,26.38
SO21677,4,2025-04-18,CUST1146,Smartwatch,3,1166.83,175.02
SO21678,3,2024-12-19,CUST1274,Basketball,9,252.86,113.79
SO21679,3,2024-12-16,CUST1344,Hand Sanitizer,1,67.13,3.36
SO21680,4,2024-08-03,CUST2430,Tire Inflator,8,127.25,50.9
SO21681,2,2024-10-01,CUST1418,Mystery Novel,3,54.28,8.14
SO21682,3,2025-05-26,CUST2373,Laptop,2,1357.95,135.8
SO21683,1,2024-09-23,CUST1867,Children's Book,5,6.62,1.66
SO21684,2,2025-04-20,CUST2898,Vitamin Supplements,5,247.52,61.88
SO21685,1,2024-12-16,CUST1492,Blood Pressure Monitor,7,172.01,60.2
SO21686,4,2024-10-19,CUST2161,Children's Book,2,6.62,0.66
SO21687,2,2024-08-15,CUST2984,Vitamin Supplements,7,247.52,86.63
SO21688,4,2024-09-02,CUST2187,Mystery Novel,7,54.28,19.0
SO21689,3,2025-05-04,CUST1114,Vitamin Supplements,9,247.52,111.38
SO21690,1,2025-02-15,CUST1273,T-Shirt,3,74.96,11.24
SO21691,2,2024-07-15,CUST2573,Dash Cam,2,330.24,33.02
SO21692,4,2025-04-16,CUST2634,Smartwatch,9,1166.83,525.07
SO21693,4,2025-03-31,CUST1623,Mystery Novel,9,54.28,24.43
SO21694,4,2025-03-09,CUST1107,Plant Pots,9,316.61,142.47
SO21695,3,2024-09-18,CUST1590,Thermometer,5,245.46,61.36
SO21696,3,2024-10-08,CUST1212,Nail Polish,7,101.32,35.46
SO21697,2,2024-10-11,CUST2729,Remote Car,8,6.8,2.72
SO21698,2,2024-08-29,CUST1541,Smartwatch,8,1166.83,466.73
SO21699,1,2024-10-01,CUST1309,Car Cover,9,380.21,171.09
SO21700,1,2024-12-24,CUST2809,Jacket,8,178.65,71.46
SO21701,1,2024-10-05,CUST1646,Moisturizer,3,145.13,21.77
SO21702,1,2025-05-06,CUST2882,Vacuum Cleaner,5,111.58,27.9
SO21703,2,2024-11-28,CUST1049,GPS Navigator,1,379.55,18.98
SO21704,3,2024-11-23,CUST1152,T-Shirt,4,74.96,14.99
SO21705,2,2024-10-08,CUST2949,Bluetooth Speaker,7,781.62,273.57
SO21706,2,2024-08-16,CUST2257,Vacuum Cleaner,1,111.58,5.58
SO21707,3,2025-05-02,CUST1327,Remote Car,4,6.8,1.36
SO21708,1,2025-04-06,CUST2882,Running Shoes,4,37.97,7.59
SO21709,2,2025-02-28,CUST1597,Garden Hose,9,137.73,61.98
SO21710,1,2024-09-21,CUST2337,Bluetooth Speaker,7,781.62,273.57
SO21711,4,2024-12-13,CUST1766,Dash Cam,5,330.24,82.56
SO21712,3,2025-02-12,CUST1292,Basketball,4,252.86,50.57
SO21713,4,2024-10-18,CUST2889,Pruning Shears,6,307.9,92.37
SO21714,1,2024-05-31,CUST2865,Fertilizer,1,77.63,3.88
SO21715,2,2025-03-22,CUST1641,Children's Book,3,6.62,0.99
SO21716,3,2025-01-20,CUST1985,Smartwatch,9,1166.83,525.07
SO21717,2,2024-07-19,CUST1662,Sunglasses,8,101.72,40.69
SO21718,4,2024-12-30,CUST1904,Microwave,7,306.02,107.11
SO21719,2,2024-08-15,CUST1399,Action Figure,7,60.65,21.23
SO21720,3,2024-06-01,CUST2955,Cookbook,2,42.12,4.21
SO21721,1,2024-06-14,CUST2325,Jacket,2,178.65,17.87
SO21722,3,2025-04-23,CUST1396,Vitamin Supplements,8,247.52,99.01
SO21723,3,2025-05-25,CUST2517,Mystery Novel,5,54.28,13.57
SO21724,4,2024-08-28,CUST1638,Fertilizer,7,77.63,27.17
SO21725,2,2024-10-28,CUST1883,Microwave,5,306.02,76.5
SO21726,2,2024-08-14,CUST2357,Air Purifier,8,471.37,188.55
SO21727,1,2024-08-11,CUST2578,Basketball,2,252.86,25.29
SO21728,3,2024-12-01,CUST2144,Yoga Mat,8,127.99,51.2
SO21729,2,2024-07-20,CUST1559,Air Purifier,3,471.37,70.71
SO21730,1,2024-06-05,CUST1665,Children's Book,6,6.62,1.99
SO21731,1,2024-11-04,CUST2241,Running Shorts,6,278.63,83.59
SO21732,3,2024-11-18,CUST1271,Vacuum Cleaner,5,111.58,27.9
SO21733,3,2025-05-04,CUST2976,Puzzle,2,53.84,5.38
SO21734,4,2024-06-11,CUST2080,Cookbook,9,42.12,18.95
SO21735,1,2024-12-17,CUST2676,Moisturizer,2,145.13,14.51
SO21736,2,2025-01-14,CUST1788,Basketball,1,252.86,12.64
SO21737,4,2024-10-15,CUST2113,Sunglasses,6,101.72,30.52
SO21738,1,2025-03-24,CUST2207,Children's Book,6,6.62,1.99
SO21739,1,2024-05-30,CUST2085,Puzzle,5,53.84,13.46
SO21740,1,2025-01-09,CUST2410,Bluetooth Speaker,4,781.62,156.32
SO21741,4,2024-08-11,CUST1464,Pruning Shears,7,307.9,107.76
SO21742,3,2024-06-04,CUST1383,Running Shoes,9,37.97,17.09
SO21743,4,2025-02-11,CUST2307,Tire Inflator,9,127.25,57.26
SO21744,2,2024-08-15,CUST2536,Basketball,7,252.86,88.5
SO21745,2,2024-09-01,CUST2884,Laptop,9,1357.95,611.08
SO21746,3,2024-08-10,CUST1620,Children's Book,3,6.62,0.99
SO21747,4,2025-01-27,CUST2665,Building Blocks,4,58.63,11.73
SO21748,1,2025-05-20,CUST2765,Blender,2,265.85,26.59
SO21749,2,2024-10-13,CUST2732,Bluetooth Speaker,4,781.62,156.32
SO21750,1,2024-08-05,CUST2930,Laptop,6,1357.95,407.39
SO21751,4,2025-05-09,CUST1580,Vacuum Cleaner,9,111.58,50.21
SO21752,4,2025-03-24,CUST1863,Foundation,9,135.88,61.15
SO21753,2,2024-07-15,CUST2306,Running Shorts,4,278.63,55.73
SO21754,3,2024-07-12,CUST2683,Sunglasses,9,101.72,45.77
SO21755,3,2025-04-22,CUST2024,Hand Sanitizer,3,67.13,10.07
SO21756,4,2025-04-14,CUST1310,GPS Navigator,9,379.55,170.8
SO21757,4,2024-12-21,CUST2874,Car Vacuum,9,98.41,44.28
SO21758,2,2024-11-12,CUST2974,Air Purifier,7,471.37,164.98
SO21759,2,2025-01-19,CUST2527,Smartwatch,5,1166.83,291.71
SO21760,1,2024-08-01,CUST1406,Blender,6,265.85,79.76
SO21761,2,2024-08-21,CUST2772,Doll,9,31.13,14.01
SO21762,1,2024-10-12,CUST1045,Fertilizer,4,77.63,15.53
SO21763,1,2024-11-11,CUST1171,Smartphone,1,893.23,44.66
SO21764,4,2024-10-07,CUST2086,Sunglasses,3,101.72,15.26
SO21765,2,2024-11-09,CUST2956,Jeans,4,102.22,20.44
SO21766,2,2024-08-28,CUST1774,Perfume,8,48.96,19.58
SO21767,2,2025-02-10,CUST1282,Sunglasses,7,101.72,35.6
SO21768,4,2024-12-01,CUST1068,Building Blocks,3,58.63,8.79
SO21769,2,2024-08-09,CUST2468,Lawn Mower,4,312.5,62.5
SO21770,3,2024-11-04,CUST1520,Car Cover,2,380.21,38.02
SO21771,1,2025-01-24,CUST2004,Jacket,8,178.65,71.46
SO21772,1,2024-06-16,CUST1275,Running Shoes,4,37.97,7.59
SO21773,1,2024-09-10,CUST2289,Running Shoes,5,37.97,9.49
SO21774,4,2024-05-29,CUST2020,Perfume,9,48.96,22.03
SO21775,3,2025-01-26,CUST2922,Vacuum Cleaner,3,111.58,16.74
SO21776,1,2025-03-21,CUST1766,Building Blocks,6,58.63,17.59
SO21777,2,2024-06-23,CUST2458,Puzzle,9,53.84,24.23
SO21778,3,2025-03-06,CUST1064,Lipstick,3,132.35,19.85
SO21779,1,2025-04-19,CUST2188,Bluetooth Speaker,6,781.62,234.49
SO21780,1,2024-10-22,CUST2107,Moisturizer,3,145.13,21.77
SO21781,2,2024-11-13,CUST1910,Cookbook,8,42.12,16.85
SO21782,1,2025-05-24,CUST1829,Hand Sanitizer,4,67.13,13.43
SO21783,1,2024-10-31,CUST1771,Vacuum Cleaner,6,111.58,33.47
SO21784,2,2024-07-26,CUST1979,Cookbook,5,42.12,10.53
SO21785,1,2025-01-09,CUST1228,Plant Pots,5,316.61,79.15
SO21786,4,2025-01-26,CUST2976,Football,5,54.37,13.59
SO21787,2,2025-01-12,CUST2722,Running Shoes,7,37.97,13.29
SO21788,1,2025-03-21,CUST1567,Sunglasses,3,101.72,15.26
SO21789,4,2024-10-13,CUST2303,Garden Hose,3,137.73,20.66
SO21790,4,2024-06-07,CUST1689,Building Blocks,6,58.63,17.59
SO21791,1,2024-08-09,CUST1385,Jacket,3,178.65,26.8
SO21792,4,2024-07-15,CUST2343,Moisturizer,8,145.13,58.05
SO21793,1,2025-05-08,CUST1765,Smartwatch,8,1166.83,466.73
SO21794,3,2024-12-12,CUST2823,Remote Car,2,6.8,0.68
SO21795,1,2024-08-08,CUST2121,Coffee Maker,6,493.13,147.94
SO21796,4,2024-06-25,CUST2361,Cookbook,9,42.12,18.95
SO21797,2,2024-10-04,CUST1394,Jacket,8,178.65,71.46
SO21798,2,2024-07-12,CUST2361,Tennis Racket,8,152.03,60.81
SO21799,1,2025-03-24,CUST1993,Children's Book,2,6.62,0.66
SO21800,1,2024-12-12,CUST1975,Jacket,5,178.65,44.66
SO21801,3,2024-11-27,CUST1133,Jacket,8,178.65,71.46
SO21802,3,2024-12-15,CUST2179,Fertilizer,7,77.63,27.17
SO21803,1,2025-04-26,CUST1406,Perfume,6,48.96,14.69
SO21804,3,2024-06-16,CUST2171,First Aid Kit,2,102.73,10.27
SO21805,2,2024-07-12,CUST2565,Jeans,2,102.22,10.22
SO21806,1,2024-08-25,CUST2877,Running Shorts,4,278.63,55.73
SO21807,1,2024-06-13,CUST1742,Laptop,5,1357.95,339.49
SO21808,1,2024-08-31,CUST1490,Air Purifier,3,471.37,70.71
SO21809,3,2024-07-31,CUST2911,Microwave,2,306.02,30.6
SO21810,4,2024-12-07,CUST2348,Wireless Earbuds,4,1043.5,208.7
SO21811,3,2024-05-28,CUST1680,Plant Pots,6,316.61,94.98
SO21812,2,2025-04-29,CUST1619,Pruning Shears,1,307.9,15.4
SO21813,4,2024-10-25,CUST2902,Nail Polish,9,101.32,45.59
SO21814,1,2025-04-20,CUST2790,Hand Sanitizer,4,67.13,13.43
SO21815,1,2025-02-11,CUST2680,Tennis Racket,7,152.03,53.21
SO21816,4,2025-05-04,CUST1997,Tire Inflator,4,127.25,25.45
SO21817,1,2025-04-02,CUST2244,Lipstick,3,132.35,19.85
SO21818,2,2024-11-05,CUST1532,Tennis Racket,4,152.03,30.41
SO21819,2,2024-07-11,CUST2050,Plant Pots,6,316.61,94.98
SO21820,4,2024-08-02,CUST2248,Children's Book,8,6.62,2.65
SO21821,3,2025-01-13,CUST2374,Plant Pots,3,316.61,47.49
SO21822,3,2024-08-28,CUST2570,Garden Hose,4,137.73,27.55
SO21823,4,2024-10-01,CUST2574,Running Shoes,8,37.97,15.19
SO21824,4,2025-05-20,CUST2187,Lipstick,3,132.35,19.85
SO21825,4,2025-03-21,CUST2218,Children's Book,5,6.62,1.66
SO21826,4,2025-01-25,CUST2525,Vacuum Cleaner,3,111.58,16.74
SO21827,3,2025-03-02,CUST1709,Dash Cam,5,330.24,82.56
SO21828,4,2024-11-30,CUST2400,Fertilizer,3,77.63,11.64
SO21829,1,2025-01-20,CUST2719,Plant Pots,5,316.61,79.15
SO21830,4,2024-09-23,CUST1893,Lawn Mower,7,312.5,109.38
SO21831,3,2025-01-26,CUST1797,Wireless Earbuds,9,1043.5,469.58
SO21832,1,2024-07-07,CUST2500,Basketball,5,252.86,63.22
SO21833,4,2025-03-21,CUST2256,Laptop,7,1357.95,475.28
SO21834,1,2024-10-30,CUST1358,T-Shirt,9,74.96,33.73
SO21835,4,2025-02-07,CUST2429,First Aid Kit,6,102.73,30.82
SO21836,3,2025-05-06,CUST2467,Doll,6,31.13,9.34
SO21837,3,2024-07-31,CUST1442,Air Purifier,1,471.37,23.57
SO21838,4,2025-02-03,CUST2052,Football,7,54.37,19.03
SO21839,4,2024-11-08,CUST2976,Jacket,8,178.65,71.46
SO21840,3,2025-05-08,CUST1651,Car Vacuum,7,98.41,34.44
SO21841,4,2025-02-17,CUST2075,Doll,1,31.13,1.56
SO21842,1,2025-01-16,CUST2725,Action Figure,8,60.65,24.26
SO21843,1,2025-02-18,CUST2899,Laptop,8,1357.95,543.18
SO21844,2,2024-09-16,CUST2171,Smartphone,5,893.23,223.31
SO21845,3,2024-09-14,CUST1523,Car Cover,4,380.21,76.04
SO21846,2,2024-08-05,CUST2980,Plant Pots,6,316.61,94.98
SO21847,4,2025-04-11,CUST1380,Running Shorts,3,278.63,41.79
SO21848,1,2025-05-21,CUST2482,Tire Inflator,5,127.25,31.81
SO21849,3,2024-09-06,CUST1652,Science Textbook,9,16.92,7.61
SO21850,3,2024-12-24,CUST2950,Puzzle,4,53.84,10.77
SO21851,4,2025-05-12,CUST1228,Plant Pots,4,316.61,63.32
SO21852,2,2025-01-29,CUST2152,First Aid Kit,1,102.73,5.14
SO21853,3,2024-07-25,CUST1735,Car Cover,5,380.21,95.05
SO21854,1,2024-09-02,CUST1729,Running Shorts,1,278.63,13.93
SO21855,2,2024-12-10,CUST2040,Air Purifier,2,471.37,47.14
SO21856,4,2024-09-25,CUST2647,Laptop,4,1357.95,271.59
SO21857,3,2025-03-14,CUST1910,T-Shirt,6,74.96,22.49
SO21858,4,2024-08-26,CUST2642,Running Shoes,7,37.97,13.29
SO21859,1,2024-08-16,CUST2710,Jeans,5,102.22,25.56
SO21860,1,2024-12-18,CUST2096,Yoga Mat,9,127.99,57.6
SO21861,3,2024-06-25,CUST1968,Tire Inflator,3,127.25,19.09
SO21862,1,2025-04-27,CUST2406,Foundation,6,135.88,40.76
SO21863,1,2024-12-04,CUST1966,Bluetooth Speaker,5,781.62,195.4
SO21864,2,2025-04-03,CUST2051,T-Shirt,1,74.96,3.75
SO21865,2,2025-02-16,CUST2931,Vacuum Cleaner,8,111.58,44.63
SO21866,1,2024-12-04,CUST2560,Perfume,2,48.96,4.9
SO21867,1,2025-04-09,CUST1536,Blood Pressure Monitor,6,172.01,51.6
SO21868,3,2024-09-02,CUST2648,Wireless Earbuds,4,1043.5,208.7
SO21869,3,2024-07-04,CUST1267,Hand Sanitizer,2,67.13,6.71
SO21870,3,2024-08-01,CUST2672,Running Shoes,9,37.97,17.09
SO21871,1,2024-12-13,CUST2008,Basketball,8,252.86,101.14
SO21872,1,2024-11-11,CUST2116,Lawn Mower,3,312.5,46.88
SO21873,4,2024-06-21,CUST1843,T-Shirt,7,74.96,26.24
SO21874,4,2025-04-29,CUST2359,Action Figure,1,60.65,3.03
SO21875,2,2024-07-13,CUST2859,Thermometer,2,245.46,24.55
SO21876,1,2025-03-20,CUST1360,Lawn Mower,2,312.5,31.25
SO21877,1,2025-03-22,CUST2555,GPS Navigator,6,379.55,113.86
SO21878,1,2024-12-30,CUST1384,Lawn Mower,6,312.5,93.75
